Time,PressureIn,PressureOut,PressureDifference
2023-06-12 13:31:47.562877, START 
2023-06-12 13:31:48.579830,7.26,7.39,0.13
2023-06-12 13:31:49.603984,6.32,6.80,0.49
2023-06-12 13:31:50.627868,6.05,6.58,0.52
2023-06-12 13:31:51.655999,5.99,6.51,0.52
2023-06-12 13:31:51.841706, PAUSE 
