Time,PressureIn,PressureOut,PressureDifference
2022-03-29 15:47:31.845796,0.00,0.00,0.00
2022-03-29 15:47:32.881988,0.00,0.00,0.00
2022-03-29 15:47:33.930711,0.00,0.04,0.04
2022-03-29 15:47:34.971779,0.04,0.00,-0.04
2022-03-29 15:47:36.012332,0.00,0.04,0.04
2022-03-29 15:47:37.044189,0.00,0.04,0.04
2022-03-29 15:47:38.084567,0.04,0.00,-0.04
